id,customerName,poNo,product,cost,sourcePage
PRI-0290,Coca Cola Amatil (Aust) Pty Ltd - Moorabbin Si,,HF 532 (L),$9.70,13
PRI-0291,Coca Cola Amatil (Aust) Pty Ltd - Moorabbin Si,,HF 559 (L),$24.90,13
PRI-0292,Coca Cola Amatil (Aust) Pty Ltd - Moorabbin Si,,HF 630 (L),$11.15,13
PRI-0293,Coca Cola Amatil (Aust) Pty Ltd - Moorabbin Si,,HF 720 (L),$3.48,13
PRI-0294,Coca Cola Amatil (Aust) Pty Ltd - Moorabbin Si,,HF 730 (L),$3.10,13
PRI-0295,Coca Cola Amatil (Aust) Pty Ltd - Moorabbin Si,,HF 740 (L),$2.60,13
PRI-0296,Coca Cola Amatil (Aust) Pty Ltd - Moorabbin Si,,HF 840 (L),$6.10,13
PRI-0297,Coca Cola Amatil (Aust) Pty Ltd - Moorabbin Si,,HF 842 (L),$8.90,13
PRI-0298,Coca Cola Amatil (Aust) Pty Ltd - Moorabbin Si,,HF 845 (L),$8.90,13
PRI-0299,Coca Cola Amatil (Aust) Pty Ltd - Moorabbin Si,,HF 860 (L),$1.48,13
PRI-0300,Coca Cola Amatil (Aust) Pty Ltd - Moorabbin Si,,HF 860(L) (IN IBC) ($0.97) and Bulk (1.128,$0.97,13
PRI-0301,Coca Cola Amatil (Aust) Pty Ltd - Moorabbin Si,,HF 950 (L),$19.70,13
PRI-0302,Coca Cola Amatil (Aust) Pty Ltd - Moorabbin Si,,HF192 (40KG),$322.00,13
PRI-0303,Coca Cola Amatil (Aust) Pty Ltd - Moorabbin Si,,James Broadley probe SP200,$517.00,13
PRI-0304,Coca Cola Amatil (Aust) Pty Ltd - Moorabbin Si,,James Broadley Probe ST851,"$1,023.00",13
PRI-0305,Coca Cola Amatil (Aust) Pty Ltd - Moorabbin Si,,Passivation Service,$780.00,13
PRI-0306,Coca Cola Amatil (Aust) Pty Ltd - Moorabbin Si,,ProMinent free chlorine probe,"$2,775.00",13
PRI-0307,Coca Cola Amatil (Aust) Pty Ltd - Moorabbin Si,,Sitest pH probe,$407.00,13
PRI-0308,Coca Cola Amatil (Aust) Pty Ltd - Moorabbin Si,,Softener salt per 15KG bag,$10.32,13
PRI-0309,Coca Cola Amatil (Aust) Pty Ltd - Moorabbin Si,,Softener Salt per 25kg bag,$15.50,13
PRI-0310,Coca Cola Amatil (Aust) Pty Ltd - Moorabbin Si,,Softener Salt per pallet (15Kg bags),$804.00,13
PRI-0311,Comgroup Supplies Pty Ltd - Carole Park,,HC 2410 (15L) - Fr May-20,$37.80,13
PRI-0312,Comgroup Supplies Pty Ltd - Carole Park,,HF 860 (kg) - Caustic,$2.16,14
PRI-0313,Conroy's Smallgoods - Royal Park,0,HF198 (15L),$0.00,14
PRI-0314,Corrective Services NSW - Junee Correctional C,0,HF 730 (15L),$76.00,14
PRI-0315,Corrective Services NSW - Junee Correctional C,0,HF195 15L,$74.00,14
PRI-0316,Corrective Services NSW - Junee Correctional C,0,HF740 20L (this chem price not in new SA),$92.00,14
PRI-0317,Corrective Services NSW - Junee Correctional C,0,Softener Salt 15KG,$19.00,14
PRI-0318,Cosmax NBT,0,HF 740 (20Lt),$75.29,14
PRI-0319,Cosmax NBT,0,HF 740 (Bulk),$1.32,14
PRI-0320,Cosmax NBT,0,HF 860 (15lt),$28.29,14
PRI-0321,Cosmax NBT,0,HF 860 (Bulk),$1.89,14
PRI-0322,Couper Air Pty Ltd (David Couper & Associates,0,HF 133D (20L),$120.00,14
PRI-0323,Couper Air Pty Ltd (David Couper & Associates,0,HF 137 (25KG),$258.00,14
PRI-0324,Couper Air Pty Ltd (David Couper & Associates,0,HF 138 (20L),$210.00,14
PRI-0325,Couper Air Pty Ltd (David Couper & Associates,0,HF 165 (20L),$80.00,14
PRI-0326,Couper Air Pty Ltd (David Couper & Associates,0,HF 195 (15L),$30.00,14
PRI-0327,Couper Air Pty Ltd (David Couper & Associates,0,HF 305 (20L),$80.00,14
PRI-0328,Couper Air Pty Ltd (David Couper & Associates,0,HF 740 (20L),$60.00,14
PRI-0329,Couper Air Pty Ltd (David Couper & Associates,0,NaOCI (15L),$30.00,14
PRI-0330,Couper Air Pty Ltd (David Couper & Associates,0,Total Chlorine Satchels (Box of 100),$58.00,14
PRI-0331,Darrell Lea Confectionery (ex-Heritage Fine Ch,,HF 133 (20L) - NA,$256.00,15
PRI-0332,Darrell Lea Confectionery (ex-Heritage Fine Ch,,HF 139 (20L) - NA,$256.00,15
PRI-0333,Darrell Lea Confectionery (ex-Heritage Fine Ch,,HF 558 (20L) - NA,$396.00,15
PRI-0334,Darrell Lea Confectionery (ex-Heritage Fine Ch,,HF 628 (20L) - NA,$132.00,15
PRI-0335,Darrell Lea Confectionery (ex-Heritage Fine Ch,,HF 840 (20L) - NA,$164.00,15
PRI-0336,Deep South Brewing Company,0,HF 532 (20L),$138.00,15
PRI-0337,Deep South Brewing Company,0,HF 845C (15L),$183.00,15
PRI-0338,Delta FM - Queensland Children's Hospital (ex-,0,Durapore 0.2M cartridge filter (each),$948.00,15
PRI-0339,Delta FM - Queensland Children's Hospital (ex-,0,Prepak L1 (each),$660.00,15
PRI-0340,Delta FM - Queensland Children's Hospital (ex-,0,Progard TL1 (each),$759.60,15
PRI-0341,Delta FM - Queensland Children's Hospital (ex-,0,RO Membrane for Elix 70 (each),"$1,615.00",15
PRI-0342,Delta FM - Queensland Children's Hospital (ex-,0,RO storage tank vent filter (each),$388.90,15
PRI-0343,Delta FM - Queensland Children's Hospital (ex-,0,UV lamp for Elix 70 (each),$412.80,15
PRI-0344,Delta FM - Queensland Children's Hospital (ex-,0,UV Lamp for Wedeco UV system (each),$188.90,15
PRI-0345,Dexus - Connect Corporate Centre Mascot,0,HF 133 15L,$136.50,15
PRI-0346,Dexus - Connect Corporate Centre Mascot,0,HF 510 15L,$123.00,15
PRI-0347,DNC Contracting Pty Ltd - Cobram,0,HC 2831 (IBC),"$1,800.00",15
PRI-0348,DNC Contracting Pty Ltd - Cobram,0,HF730 (L) Citric Acid,$4.30,15
PRI-0349,DNC Contracting Pty Ltd - Cobram,0,HF860 (1000L) - cleveland Glosswash,"$2,135.00",15
PRI-0350,Dominal Pty Ltd (Murray Valley Meat Co. Pty,,HF 115 (15L),$142.00,15
PRI-0351,Dominal Pty Ltd (Murray Valley Meat Co. Pty,,HF 133 (15L),$153.00,15
PRI-0352,Drop n Go Drycleaning Laundry Services,0,Freight,$30.00,16
PRI-0353,Drop n Go Drycleaning Laundry Services,0,HF 830 15L,$105.00,16
PRI-0354,Drop n Go Drycleaning Laundry Services,0,HF 842 15L,$240.00,16
PRI-0355,Du Cane Brewing Co.,0,Carbon Filters x 19 each,$86.00,16
PRI-0356,Du Cane Brewing Co.,0,HF860 (15L),$33.00,16
PRI-0357,Dulux Group Australia - Pental Limited,,HF 755 (15L),$27.30,16
PRI-0358,Dulux Group Australia - Pental Limited,,HF 830 (15L),$84.00,16
PRI-0359,Dulux Group Australia - Pental Limited,,HF 845 (1L),$7.80,16
PRI-0360,Dulux Group Australia - Pental Limited,,HF 845 (20L),$156.00,16
PRI-0361,Dulux Group Australia - Pental Limited,,HF1242 (L),$11.75,16
PRI-0362,Dulux Group Australia - Pental Limited,,HF1544 (15L),$44.40,16
PRI-0363,Dulux Group Australia - Pental Limited,,HF 246 (1Lt),$9.80,16
PRI-0364,Dulux Group Australia - Pental Limited,,HF 730 (L),$4.65,16
PRI-0365,Dulux Group Australia - Pental Limited,,HF 842 (15L),$117.00,16
PRI-0366,Dulux Group Australia - Pental Limited,,HF1544 (1 IBC),"$2,388.00",16
PRI-0367,Dulux Group Australia - Pental Limited,0,HF 1242 (IBC),"$1,185.00",16
PRI-0368,Dulux Group Australia - Pental Limited,0,HF 1544 (15L),$44.40,16
PRI-0369,Dulux Group Australia - Pental Limited,0,HF 295 (L),$2.95,16
PRI-0370,Dulux Group Australia - Pental Limited,0,HF 296 (IBC),"$1,885.00",16
PRI-0371,Dulux Group Australia - Pental Limited,0,HF 296 (L),$1.88,16
PRI-0372,Dulux Group Australia - Pental Limited,0,HF 410 (15L),$84.00,16
PRI-0373,Dulux Group Australia - Pental Limited,0,HF 535 (1L),$9.28,16
PRI-0374,Dulux Group Australia - Pental Limited,0,HF 535 (20L),$185.00,16
PRI-0375,Dulux Group Australia - Pental Limited,0,HF 720 (15L),$27.30,16
PRI-0376,Dulux Group Australia - Pental Limited,0,HF 720 (per L),$1.82,16
PRI-0377,Dulux Group Australia - Pental Limited,0,HF 730 (IBC),"$1,860.00",16
PRI-0378,Dulux Group Australia - Pental Limited,0,HF 740 (1L),$4.10,16
PRI-0379,DuroColour Australia - Thomastown (ex-Asian,Trade Waste,HF 1541L (15L),$93.00,17
PRI-0380,DuroColour Australia - Thomastown (ex-Asian,Trade Waste,HF 1541L (20 L),$124.00,17
PRI-0381,DuroColour Australia - Thomastown (ex-Asian,Trade Waste,HF 1541L (L),$6.20,17
PRI-0382,DuroColour Australia - Thomastown (ex-Asian,Trade Waste,HF 1544 (20 L),$254.00,17
PRI-0383,DuroColour Australia - Thomastown (ex-Asian,Trade Waste,HF 1544 (L),$12.70,17
PRI-0384,E13 Finishing P/L - T/A AAA Coating - Australi,0,HF 558 (20L),$364.00,17
PRI-0385,E13 Finishing P/L - T/A AAA Coating - Australi,0,HF 830 (15L),$141.75,17
PRI-0386,E13 Finishing P/L - T/A AAA Coating - Australi,0,HF 830 (20L),$189.00,17
PRI-0387,E13 Finishing P/L - T/A AAA Coating - Australi,0,HF 845C (15L),$180.00,17
PRI-0388,E13 Finishing P/L - T/A AAA Coating - Australi,0,HF 845C (20L),$210.00,17
PRI-0389,Emperor Stone & Marble Pty Ltd,0,HF1537 (L),$0.98,17
PRI-0390,Enirgi Power Storage Recycling,0,HF 1544 15L,$165.90,17
PRI-0391,Enirgi Power Storage Recycling,0,HF 195 15L,$52.50,17
PRI-0392,Enirgi Power Storage Recycling,0,Hf 260 15L,$198.00,17
PRI-0393,Enirgi Power Storage Recycling,0,HF 295 15L,$89.25,17
PRI-0394,Enirgi Power Storage Recycling,0,HF 728 15L,$56.25,17
PRI-0395,Enirgi Power Storage Recycling,0,HF 860 15L,$69.90,17
PRI-0396,Enviroganic,0,HF 845C 20L,$198.00,17
PRI-0397,Extrusions Australia,0,CT warning sign 450 x 200mm (ea),$60.00,17
PRI-0398,Extrusions Australia,pa,Cooling tower warning sign 450X330MM,$70.00,17
PRI-0399,Forme Technologies,Closed Loop,HF 133 (20 L),$190.00,18
PRI-0400,Forme Technologies,Closed Loop,HF 558 (20 L),$384.00,18
PRI-0401,Fortescue Metals Group - Solomon Power Statio,,HF320S (1000L),"$8,012.00",18
PRI-0402,FPC Food Plastics Pty Ltd,0,HF 133 (20L),$285.00,18
PRI-0403,FPC Food Plastics Pty Ltd,0,HF 588 (20L),$415.00,18
PRI-0404,FPC Food Plastics Pty Ltd,0,HF 628 (20L),$135.00,18
PRI-0405,G.James Glass - Campbellfield,0,HF 139 (L),$6.65,18
PRI-0406,G.James Glass - Campbellfield,0,HF 558 (20L),$428.00,18
PRI-0407,G.James Glass - Campbellfield,0,HF 628 (20L),$223.00,18
PRI-0408,G.James Glass & Aluminium - Smithfield,0,HF 140 (L),$16.80,18
PRI-0409,G.James Glass & Aluminium - Smithfield,0,HF 558 (L),$21.40,18
PRI-0410,Gamsee Industries,,HF 133 (20L) - Fr Apr-21,$384.00,18
PRI-0411,Gamsee Industries,,HF 558 (20L) - Fr Apr-21,$662.66,18
PRI-0412,Gamsee Industries,,HF 628 (20L) - Fr Apr-21,$378.66,18
PRI-0413,Gamsee Industries,0,HF 133 (15L) - CLS - N/A,$288.00,18
PRI-0414,Gamsee Industries,0,HF 510 (15L),$315.00,18
PRI-0415,Gamsee Industries,0,HF 558 15L) - CLS - N/A,$497.00,18
PRI-0416,Gamsee Industries,0,HF 628 (15L) - CLS - N/A,$284.00,18
PRI-0417,Gawler River Brewing Pty Ltd,,HF 845 15L,$109.50,19
PRI-0418,Gawler River Brewing Pty Ltd,,Softener Salt perK bag (price including deliv,$0.78,19
PRI-0419,Geelong Grammar School - Timbertop,0,HF 1544 IBC,"$4,569.60",19
PRI-0420,Gill Estate,0,HF 133 15L,$153.00,19
PRI-0421,Gill Estate,0,HF 198 15L,$108.00,19
PRI-0422,Gill Estate,0,HF 312 15L,$109.50,19
PRI-0423,Global Meats (Australia) Pty Ltd (ex-Clover Val,,HF 410 (15L),$117.00,19
PRI-0424,Global Meats (Australia) Pty Ltd (ex-Clover Val,,HF 845 (20L),$139.00,19
PRI-0425,Global Meats (Australia) Pty Ltd (ex-Clover Val,0,HF 410 (L),$7.80,19
PRI-0426,Global Meats (Australia) Pty Ltd (ex-Clover Val,0,HF 845 (L),$6.95,19
PRI-0427,Global Meats (Australia) Pty Ltd (ex-Clover Val,0,Softener Salt 15Kg bags,$17.50,19
PRI-0428,Gold Fields Australia - Granny Smith Mine,0,HF 133 IBC,"$10,940.00",19
PRI-0429,Gold Fields Australia - Granny Smith Mine,0,HF 558 IBC,"$9,920.00",19
PRI-0430,Gold Fields Australia - Granny Smith Mine,0,HF 690 IBC,"$5,240.00",19
PRI-0431,Gold Fields Australia - Gruyere Mine,0,HF 133 (p/l),$9.50,19
PRI-0432,Gold Fields Australia - Gruyere Mine,0,HF 133 1000L,"$10,943.00",19
PRI-0433,Gold Fields Australia - Gruyere Mine,0,HF 198 1000L,"$9,540.00",19
PRI-0434,Gold Fields Australia - Gruyere Mine,0,HF 320S 1000L,"$8,980.00",19
PRI-0435,Gold Fields Australia - Gruyere Mine,0,HF 510 (p/L),$11.00,19
PRI-0436,Gold Fields Australia - Gruyere Mine,0,HF 720 1000L,"$1,544.00",19
PRI-0437,GV Independent Packers,,HF 143 (15L),$194.70,20
PRI-0438,GV Independent Packers,,HF 730 (20L),$57.60,20
PRI-0439,GV Independent Packers,,HF 730 (L),$2.88,20
PRI-0440,GV Independent Packers,0,HF 198 (15L),$70.50,20
PRI-0441,GV Independent Packers,0,HF 245 (5L) no charge,$37.50,20
PRI-0442,GV Independent Packers,0,HF 320 (15L),$99.00,20
PRI-0443,GV Independent Packers,0,HF 322 (15 L),$99.00,20
PRI-0444,GV Independent Packers,0,HF 322 (20L),$132.00,20
PRI-0445,GV Independent Packers,0,HF 322 (per L),$6.60,20
PRI-0446,GV Independent Packers,1,HF 133 (20L),$173.20,20
PRI-0447,GV Storage (Zurcas),0,HF 143 (15L),$194.70,20
PRI-0448,GV Storage (Zurcas),0,HF 143 (L),$12.98,20
PRI-0449,GV Storage (Zurcas),0,HF 1543 (1000L IBC),"$2,250.00",20
PRI-0450,GV Storage (Zurcas),0,HF 1543 (L),$2.25,20
PRI-0451,GV Storage (Zurcas),0,HF 1544 (20L),$254.00,20
PRI-0452,GV Storage (Zurcas),0,HF 1544 (L),$12.70,20
PRI-0453,GV Storage (Zurcas),0,HF 195 (15L),$43.50,20
PRI-0454,GV Storage (Zurcas),0,HF 195 (L),$2.90,20
PRI-0455,GV Storage (Zurcas),0,HF 198 (15L),$70.50,20
PRI-0456,GV Storage (Zurcas),0,HF 198 (L),$5.20,20
PRI-0457,GV Storage (Zurcas),0,HF 245 (5L) DO NOT CHARGE,$37.50,20
PRI-0458,GV Storage (Zurcas),0,HF 322 (15L) / HF 320 (15L),$99.00,20
PRI-0459,GV Storage (Zurcas),0,HF 322 (20L),$132.00,20
PRI-0460,GV Storage (Zurcas),0,HF 322 (L),$6.60,20
PRI-0461,GV Storage (Zurcas),0,HF 730 (L),$2.88,20
PRI-0462,GV Storage (Zurcas),0,HF 860 (15L),$44.55,20
PRI-0463,GV Storage (Zurcas),0,HF 860 (L),$2.97,20
PRI-0464,GV Storage (Zurcas),Charge,HF 133 (20L),$173.20,20
PRI-0465,GV Storage (Zurcas),for all chems,HF 133 (L),$7.98,20
PRI-0466,H & R ANZ Pty Ltd,,HF 530 (20L),$88.00,21
PRI-0467,H & R ANZ Pty Ltd,,HF 532 (20L),$218.00,21
PRI-0468,H & R ANZ Pty Ltd,,HF 536 (20L),$188.00,21
PRI-0469,H & R ANZ Pty Ltd,,HF 538 (20L),$282.00,21
PRI-0470,H & R ANZ Pty Ltd,,HF 558 (20L),$396.00,21
PRI-0471,H & R ANZ Pty Ltd,,HF 740 (20L),$56.00,21
PRI-0472,H & R ANZ Pty Ltd,,HF 828 (15L),$165.00,21
PRI-0473,H & R ANZ Pty Ltd,,Maxitreat 450 (18kg),$126.00,21
PRI-0474,H & R ANZ Pty Ltd,,Tacmina Pump,"$1,065.00",21
PRI-0475,H & R ANZ Pty Ltd,,Tower Disinfection - each,$120.00,21
PRI-0476,Harcourt Cooperative Cool Stores,0,HF 195 (per L) (Fruit Wash only),$2.48,21
PRI-0477,Hazell Bros Group,0,HF 1531 (IBC),"$2,200.00",21
PRI-0478,Hazell Bros Group,0,HF 740 (IBC),"$2,400.00",21
PRI-0479,Hazell Bros Group,0,HF 755 (IBC),"$2,400.00",21
PRI-0480,Healthe Care - Mulgrave Private Hospital,,Softener Salt (25Kg),$34.20,21
PRI-0481,Healthe Care - Mulgrave Private Hospital,0,HF510(15L)For closed loop quotes only,$280.00,21
PRI-0482,Hellyers Road Distillery (Whisky Tasmania Pty,,HF 134D (L),$8.25,21
PRI-0483,Hellyers Road Distillery (Whisky Tasmania Pty,,HF 138 (20L),$154.00,21
PRI-0484,Hellyers Road Distillery (Whisky Tasmania Pty,,HF 138 (L),$7.70,21
PRI-0485,Hellyers Road Distillery (Whisky Tasmania Pty,,HF 195 (15L),$63.00,21
PRI-0486,Hellyers Road Distillery (Whisky Tasmania Pty,,HF 307 (20L),$136.00,21
PRI-0487,Hellyers Road Distillery (Whisky Tasmania Pty,,HF 307 (L),$6.80,21
PRI-0488,Honeywell - AgriBio (Automation & Control Sol,0,HC 2720 (25 L),$221.00,22
PRI-0489,Honeywell Limited - Marvel Stadium,0,Reed Switch for ARAD Water Meter inc inst,$150.00,22
PRI-0490,Hotel Hyatt Centric Melbourne,0,HF195 (15L),$30.00,22
PRI-0491,Huntsman Polyurethane,0,HF 133 (20L),$356.00,22
PRI-0492,Huntsman Polyurethane,0,HF 133D (20L),$398.00,22
PRI-0493,Huntsman Polyurethane,0,HF 133D (per L),$19.90,22
PRI-0494,Huntsman Polyurethane,0,HF 137 (15L),$318.00,22
PRI-0495,Huntsman Polyurethane,0,HF 139 (20 L),$362.00,22
PRI-0496,Huntsman Polyurethane,0,HF 165 (per L),$13.00,22
PRI-0497,Huntsman Polyurethane,0,HF 198 (15L),$396.00,22
PRI-0498,Huntsman Polyurethane,0,HF 315 (20L),$198.00,22
PRI-0499,Huntsman Polyurethane,0,HF 510 (15L),$337.50,22
PRI-0500,Huntsman Polyurethane,7000152248,HF 115 (L) - HF 115 B (L),$12.00,22
PRI-0501,I.M. Sweet Pty Ltd,0,HF 133 (15L),$186.60,22
PRI-0502,I.M. Sweet Pty Ltd,0,HF 143 (15L),$186.60,22
PRI-0503,I.M. Sweet Pty Ltd,0,HF 198 (15L),$104.70,22
PRI-0504,I.M. Sweet Pty Ltd,0,HF 322 (15L),$111.00,22
PRI-0505,In Vitro Technologies,0,Softener Salt 25Kg bags,$16.25,22
PRI-0506,IVE Group Australia (trading as Franklin Web),,HF 138 (20L),$480.00,23
PRI-0507,IVE Group Australia (trading as Franklin Web),,HF 530 (20L),$144.00,23
PRI-0508,IVE Group Australia (trading as Franklin Web),,HF 535 (20L),$120.00,23
PRI-0509,IVE Group Australia (trading as Franklin Web),,HF 558 (20L),$498.00,23
PRI-0510,IVE Group Australia (trading as Franklin Web),,HF 559 (20L),$498.00,23
PRI-0511,IVE Group Australia (trading as Franklin Web),,HF 563 (20L),$96.00,23
PRI-0512,IVE Group Australia (trading as Franklin Web),,HF 628 / HF 630 (20L),$182.00,23
PRI-0513,Jalplas,0,HF 133 (20L),$256.00,23
PRI-0514,Jalplas,0,HF 143 (15L),$295.00,23
PRI-0515,Jalplas,0,HF 558 (20L),$446.00,23
PRI-0516,JBS Bordertown,,HF 1537M ($107.25/15 kg),$107.25,23
PRI-0517,JBS Bordertown,,HF 3092 IBC ($2/L),"$2,000.00",23
PRI-0518,JBS Bordertown,,HF 532 15L ($8.75/L),$131.25,23
PRI-0519,JBS Bordertown,,HF 558 15L ($21.05/L),$315.75,23
PRI-0520,JBS Bordertown,,HF 828 15L ($9.22/L),$138.30,23
PRI-0521,JBS Bordertown,,HF 830 15L ($4.80/L),$72.00,23
PRI-0522,JBS Bordertown,,HF 845 15L ($9.36/L),$140.40,23
PRI-0523,JBS Bordertown,0,HF 845 20L ($9.36 p/l),$187.20,23
PRI-0524,JDK Management Pty Ltd T/A Anspac Cold Sto,,HF 143 (15L),$122.25,23
PRI-0525,JDK Management Pty Ltd T/A Anspac Cold Sto,0,HF 143 (L),$8.15,23
PRI-0526,JDK Management Pty Ltd T/A Anspac Cold Sto,0,HF 198 (15L),$104.00,23
PRI-0527,JDK Management Pty Ltd T/A Anspac Cold Sto,0,HF 198 (per L),$6.93,23
PRI-0528,JDK Management Pty Ltd T/A Anspac Cold Sto,0,HF 320 (15L),$96.00,23
PRI-0529,JDK Management Pty Ltd T/A Anspac Cold Sto,0,HF 322 (15 L),$103.50,23
PRI-0530,JDK Management Pty Ltd T/A Anspac Cold Sto,0,HF 322 (20L),$138.00,23
PRI-0531,JM Water Services,0,HC 2842 15L,$127.50,24
PRI-0532,JM Water Services,0,HC2842 (Air Freshener) (By Pallet) (L),$7.00,24
PRI-0533,JM Water Services,0,HF 1588 (15Lt),$85.00,24
PRI-0534,JM Water Services,0,HF 245 (P/L),$11.52,24
PRI-0535,JM Water Services,0,HF 720 (15L),$46.50,24
PRI-0536,JM Water Services,0,HF1542 (30% dadmac) (By Pallet) (L),$5.95,24
PRI-0537,JM Water Services,0,HF1544 (ACH) (BY PALLETS) (L),$6.40,24
PRI-0538,JM Water Services,0,HF1570 (25kg) (L),$6.45,24
PRI-0539,JM Water Services,0,HF720 (L),$3.10,24
PRI-0540,JM Water Services,0,HF860 (15L),$52.50,24
PRI-0541,JM Water Services,0,HF860 (L),$3.50,24
PRI-0542,JM Water Services,0,Softener Salt (15Kg),$8.50,24
PRI-0543,John Di Natale Engineering,0,842 (15L) 2014,$60.00,24
PRI-0544,John Di Natale Engineering,0,HF 230 (20L),$70.00,24
PRI-0545,John Di Natale Engineering,0,HF 295 (20L),$50.00,24
PRI-0546,John Di Natale Engineering,0,HF 410 (20L),$58.00,24
PRI-0547,John Di Natale Engineering,0,HF 828 (20L),$68.00,24
PRI-0548,John Di Natale Engineering,0,HF 830 (15L) 2014,$42.00,24
PRI-0549,John Di Natale Engineering,0,HF 842 (15L),$48.00,24
PRI-0550,John Di Natale Engineering,0,HF 842 (20L),$60.00,24
PRI-0551,John Di Natale Engineering,0,HF 852 (20L),$62.00,24
PRI-0552,Junee Prime Lamb,,Citric Acid 50%- IBC,"$1,420.00",24
PRI-0553,JV Orchards,0,Softener Salt (25Kg bag),$18.75,24
PRI-0554,JV Orchards,f,Softener Salt (1 Pallet),$792.00,24
PRI-0555,Kagome Foods Australia Pty Ltd (ex-Cedenco),,HF 1540 25Kg,$162.50,25
PRI-0556,Kagome Foods Australia Pty Ltd (ex-Cedenco),,HF 1540 Pallet (40 x 25kg bags),"$4,875.00",25
PRI-0557,Kagome Foods Australia Pty Ltd (ex-Cedenco),,HF 1542 (Kg),$3.05,25
PRI-0558,Kagome Foods Australia Pty Ltd (ex-Cedenco),,HF 1558 (15kg) - PALLET @$6.58per KG,$6.58,25
PRI-0559,Kagome Foods Australia Pty Ltd (ex-Cedenco),,HF 165 (L),$10.30,25
PRI-0560,Kagome Foods Australia Pty Ltd (ex-Cedenco),,HF 193 (50KG),$0.00,25
PRI-0561,Kagome Foods Australia Pty Ltd (ex-Cedenco),,HF 193 (each) (19.8Kg),$296.25,25
PRI-0562,Kagome Foods Australia Pty Ltd (ex-Cedenco),,HF 195 (L for IBC),$0.91,25
PRI-0563,Kagome Foods Australia Pty Ltd (ex-Cedenco),,HF 195 (L),$4.27,25
PRI-0564,Kagome Foods Australia Pty Ltd (ex-Cedenco),,HF 198 (L),$10.25,25
PRI-0565,Kagome Foods Australia Pty Ltd (ex-Cedenco),,HF 230 (L),$12.32,25
PRI-0566,Kagome Foods Australia Pty Ltd (ex-Cedenco),,HF 246 (L),$12.35,25
PRI-0567,Kagome Foods Australia Pty Ltd (ex-Cedenco),,HF 307P (L) - HF 307 (L) (even for IBC),$4.21,25
PRI-0568,Kagome Foods Australia Pty Ltd (ex-Cedenco),,HF 322 (L),$9.25,25
PRI-0569,Kagome Foods Australia Pty Ltd (ex-Cedenco),,HF 355 (L),$9.52,25
PRI-0570,Kagome Foods Australia Pty Ltd (ex-Cedenco),,HF 730 (L),$4.68,25
PRI-0571,Kagome Foods Australia Pty Ltd (ex-Cedenco),,HF 740 (L),$4.68,25
PRI-0572,Kagome Foods Australia Pty Ltd (ex-Cedenco),,HF 830 (L),$6.25,25
PRI-0573,Kagome Foods Australia Pty Ltd (ex-Cedenco),,HF 845 - HF 845FG - (1000L) (p/l ),$12.37,25
PRI-0574,Kagome Foods Australia Pty Ltd (ex-Cedenco),,HF 860 (L),$0.98,25
PRI-0575,Kagome Foods Australia Pty Ltd (ex-Cedenco),,HF 865 (kg),$0.00,25
PRI-0576,Kagome Foods Australia Pty Ltd (ex-Cedenco),,HF1242 (L),$12.48,25
PRI-0577,Kagome Foods Australia Pty Ltd (ex-Cedenco),,HF1420 (15L),$88.50,25
PRI-0578,Kagome Foods Australia Pty Ltd (ex-Cedenco),,HF1420 (L),$7.37,25
PRI-0579,Kagome Foods Australia Pty Ltd (ex-Cedenco),,HF198 (15L),$153.00,25
PRI-0580,Kagome Foods Australia Pty Ltd (ex-Cedenco),,Hydrochloric Acid (kg),$0.00,25
PRI-0581,Kagome Foods Australia Pty Ltd (ex-Cedenco),,Ion Exchange Resin (Kg),$11.45,25
PRI-0582,Kagome Foods Australia Pty Ltd (ex-Cedenco),,Palintest Softner Tablets,$49.00,25
PRI-0583,Kagome Foods Australia Pty Ltd (ex-Cedenco),,Sodium Chlorite (kg),$0.00,25
PRI-0584,Kagome Foods Australia Pty Ltd (ex-Cedenco),,Softener Salt (Kg),$1.07,25
PRI-0585,Kagome Foods Australia Pty Ltd (ex-Cedenco),,Tannin 2 reagent tablets (ea),$88.00,25
PRI-0586,Kagome Foods Australia Pty Ltd (ex-Cedenco),7,Enviropro per set,$264.00,25
PRI-0587,Karadoc Logistics Hub Pty Ltd,,HF 143 15L ($14.10 p/L),$211.50,26
PRI-0588,Karadoc Logistics Hub Pty Ltd,,HF 195 (15L),$21.30,26
PRI-0589,Karadoc Logistics Hub Pty Ltd,,HF 198 15L ($10.22 p/L),$153.30,26
PRI-0590,Karadoc Logistics Hub Pty Ltd,,HF 307 (L) includes bio-dispersant,$4.94,26
PRI-0591,Karadoc Logistics Hub Pty Ltd,,HF 312s 15L ($9.65p/L),$144.75,26
PRI-0592,Karadoc Logistics Hub Pty Ltd,,HF 532 15L ($8.75 p/L) - Closed Circuit,$131.25,26
PRI-0593,Karadoc Logistics Hub Pty Ltd,,HF 558 15L ($21.05 p/L) - Closed Circuit,$315.75,26
PRI-0594,Karadoc Logistics Hub Pty Ltd,,HF 730 (15L),$34.50,26
PRI-0595,Karadoc Logistics Hub Pty Ltd,,HF 828 15L ($9.22 p/L) - Boiler,$138.30,26
PRI-0596,Karadoc Logistics Hub Pty Ltd,,HF 830 15L ($4.80 p/L) - Boiler,$72.00,26
PRI-0597,Karadoc Logistics Hub Pty Ltd,,HF 845C (L) - Boiler,$6.48,26
